"UUID","YEAR","STATE","BILLNUM","BILLSTATUS","AUTHORNAME","AUTHORPARTY","PREFILEDATE","INTRODUCEDDATE","LASTACTIONDATE","NCOAUTHORS","NDEMCOAUTHORS","NREPCOAUTHORS","AUDITS","AVAPPL","AVBDIS","AVBRET","AVELIG","AVEVIP","AVMIOV","AVMISC","AVMOVE","AVNOEX","AVPERM","BACAND","BALDES","BAPART","CANQUL","CANRTR","CANWDW","CANWRI","CNTEST","CRIMES","CYBSEC","DATART","DUALFU","ECONPV","EDHOLI","ELCOST","ELDATE","ELECOL","ELEING","EMEDIS","EOCAMP","EOGENR","EOLOCA","EOSTWD","EXPOLL","FILING","INVOTE","MAILVO","MISCEL","POLPAR","POLWAT","PPACES","PPGENR","PPLOCA","PPPROC","PPVCEN","PPVHRS","PREDEF","PRIDAT","PRIMIS","PRIPUS","PRIRNF","PRITYP","PROVOT","PTDRES","PWCOMP","PWMISC","PWQUAL","PWTRAI","PWYOTH","RECOUN","REGAPP","REGATO","REGCVL","REGDRI","REGDTE","REGEDY","REGELE","REGGEN","REGIDR","REGLST","REGMSC","REGONL","REGPRE","REGSDL","REPRES","RUNOFF","SPELEC","STVOTE","TECHSS","TFSCIC","VACNCY","VCOUNT","VEDINF","VOTAFW","VOTAGE","VOTAST","VOTEME","VOTFVR","VOTMQU","VOTRID","VSSCST","VTRCHA","COAUTHORS","HISTORY","BILLTEXTURL"
"AK2025SR3",2025,"AK","SR3","Enacted","Wielechowski","D",NA,2025-05-09,2025-05-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"[""05/09/2025 - INTRODUCED."",""05/09/2025 - To SENATE Committee on STATE AFFAIRS."",""05/19/2025 - From SENATE Committee on STATE AFFAIRS: Do pass."",""05/19/2025 - To SENATE Committee on RULES."",""05/19/2025 - From SENATE Committee on RULES: Placed on calendar."",""05/19/2025 - Passed SENATE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000SR3&ciq=urn:user:PA195824351&client_md=9e59e5e22e7df2245531c51c35731308&mode=current_text"
"AK2025H4",2025,"AK","H4","Pending","Saddler","R",2025-01-10,2025-01-21,2025-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"[""01/10/2025 - PREFILED."",""01/21/2025 - INTRODUCED."",""01/22/2025 - To HOUSE Committee on STATE AFFAIRS."",""01/22/2025 - Additionally referred to HOUSE Committee on JUDICIARY."",""05/18/2025 - From HOUSE Committee on STATE AFFAIRS: Do pass."",""05/18/2025 - To HOUSE Committee on JUDICIARY.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000H4&ciq=urn:user:PA195824351&client_md=259b18442da2bb7d6c3a446b0f270b91&mode=current_text"
"AK2025H19",2025,"AK","H19","Pending","Rauscher","R",2025-01-10,2025-01-21,2025-01-22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,NA,"[""01/10/2025 - PREFILED."",""01/21/2025 - INTRODUCED."",""01/22/2025 - To HOUSE Committee on STATE AFFAIRS."",""01/22/2025 - Additionally referred to HOUSE Committee on JUDICIARY.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000H19&ciq=urn:user:PA195824351&client_md=d5b448f74b5bfdab043db99f45a1b9a5&mode=current_text"
"AK2025HJR19",2025,"AK","HJR19","Pending","Costello","R",NA,2025-04-11,2025-04-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"[""04/11/2025 - INTRODUCED."",""04/11/2025 - To HOUSE Committee on STATE AFFAIRS."",""04/11/2025 - Additionally referred to HOUSE Committee on JUDICIARY."",""04/11/2025 - Additionally referred to HOUSE Committee on FINANCE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000HJR19&ciq=urn:user:PA195824351&client_md=65283f67a259065cfec8b0c28fde01b4&mode=current_text"
"AK2025H21",2025,"AK","H21","Pending","Story","D",2025-01-10,2025-01-21,2025-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/10/2025 - PREFILED."",""01/21/2025 - INTRODUCED."",""01/22/2025 - To HOUSE Committee on STATE AFFAIRS."",""01/22/2025 - Additionally referred to HOUSE Committee on JUDICIARY."",""02/21/2025 - From HOUSE Committee on STATE AFFAIRS: Do pass with substitute."",""02/21/2025 - To HOUSE Committee on JUDICIARY."",""03/21/2025 - From HOUSE Committee on JUDICIARY: Do pass with substitute."",""03/26/2025 - To HOUSE Committee on FINANCE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000H21&ciq=urn:user:PA195824351&client_md=19c1395bceea58f929a52382fa922722&mode=current_text"
"AK2025S33",2025,"AK","S33","Pending","Cronk","R",2025-01-10,2025-01-21,2025-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/10/2025 - PREFILED."",""01/21/2025 - INTRODUCED."",""01/22/2025 - To SENATE Committee on STATE AFFAIRS."",""01/22/2025 - Additionally referred to SENATE Committee on JUDICIARY.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000S33&ciq=urn:user:PA195824351&client_md=956a07ea6ec6095cf5f093b6831d3402&mode=current_text"
"AK2025H43",2025,"AK","H43","Pending","Schrage","NP",2025-01-17,2025-01-21,2025-05-14,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/17/2025 - PREFILED."",""01/21/2025 - INTRODUCED."",""01/22/2025 - To HOUSE Committee on STATE AFFAIRS."",""01/22/2025 - Additionally referred to HOUSE Committee on FINANCE."",""05/14/2025 - From HOUSE Committee on STATE AFFAIRS: Do pass with substitute."",""05/14/2025 - To HOUSE Committee on FINANCE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000H43&ciq=urn:user:PA195824351&client_md=b29a5218614d36f60c5c246561be1942&mode=current_text"
"AK2025S52",2025,"AK","S52","Pending","Hughes","R",NA,2025-01-24,2025-01-24,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/24/2025 - INTRODUCED."",""01/24/2025 - To SENATE Committee on STATE AFFAIRS."",""01/24/2025 - Additionally referred to SENATE Committee on FINANCE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000S52&ciq=urn:user:PA195824351&client_md=8cd840ad7555c75cdc26852cdb6f44aa&mode=current_text"
"AK2025H63",2025,"AK","H63","Pending","Rules Cmt",NA,NA,2025-01-22,2025-01-22,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/22/2025 - INTRODUCED."",""01/22/2025 - To HOUSE Committee on STATE AFFAIRS."",""01/22/2025 - Additionally referred to HOUSE Committee on FINANCE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000H63&ciq=urn:user:PA195824351&client_md=a2301e86e8651dbc9543dc29b0498d17&mode=current_text"
"AK2025S64",2025,"AK","S64","Pending","Rules Cmt",NA,NA,2025-01-24,2025-05-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,"[""01/24/2025 - INTRODUCED."",""01/24/2025 - To SENATE Committee on STATE AFFAIRS."",""01/24/2025 - Additionally referred to SENATE Committee on FINANCE."",""03/28/2025 - From SENATE Committee on STATE AFFAIRS: Do pass with substitute."",""03/28/2025 - To SENATE Committee on FINANCE."",""05/09/2025 - From SENATE Committee on FINANCE: Do pass with substitute."",""05/09/2025 - To SENATE Committee on RULES."",""05/09/2025 - From SENATE Committee on RULES: Placed on calendar."",""05/09/2025 - FINANCE Committee substitute adopted on SENATE floor."",""05/12/2025 - Amended on SENATE floor."",""05/12/2025 - Passed SENATE. *****To HOUSE."",""05/13/2025 - To HOUSE Committee on FINANCE."",""05/19/2025 - To HOUSE Committee on RULES."",""05/19/2025 - From HOUSE Committee on RULES: Placed on calendar."",""05/20/2025 - To HOUSE Committee on RULES."",""05/20/2025 - From HOUSE Committee on RULES: Placed on calendar.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000S64&ciq=urn:user:PA195824351&client_md=2d9a782c16444ebe86588497e2891d6e&mode=current_text"
"AK2025S70",2025,"AK","S70","Pending","Rules Cmt",NA,NA,2025-01-24,2025-01-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,"[""01/24/2025 - INTRODUCED."",""01/24/2025 - To SENATE Committee on STATE AFFAIRS."",""01/24/2025 - Additionally referred to SENATE Committee on FINANCE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000S70&ciq=urn:user:PA195824351&client_md=e0d372d5639954e5554a7453decf71af&mode=current_text"
"AK2025H163",2025,"AK","H163","Pending","Underwood","R",NA,2025-03-28,2025-03-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""03/28/2025 - INTRODUCED."",""03/28/2025 - To HOUSE Committee on COMMUNITY AND REGIONAL AFFAIRS."",""03/28/2025 - Additionally referred to HOUSE Committee on FINANCE.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000H163&ciq=urn:user:PA195824351&client_md=bf325e111cadb1873410f522c4fabb01&mode=current_text"
"AK2025S179",2025,"AK","S179","Pending","Judiciary Cmt",NA,NA,2025-04-22,2025-04-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""04/22/2025 - INTRODUCED."",""04/22/2025 - To SENATE Committee on STATE AFFAIRS."",""04/22/2025 - Additionally referred to SENATE Committee on COMMUNITY AND REGIONAL AFFAIRS.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AK2025000S179&ciq=urn:user:PA195824351&client_md=b9aa7b7ee41ed02fd605ef08f941583e&mode=current_text"
"AZ2025S1001",2025,"AZ","S1001","Vetoed","Mesnard","R",2024-12-02,2025-01-13,2025-07-01,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,"[""12/02/2024 - PREFILED."",""01/13/2025 - INTRODUCED."",""01/14/2025 - To SENATE Committee on JUDICIARY AND ELECTIONS."",""01/14/2025 - Additionally referred to SENATE Committee on RULES."",""02/19/2025 - From SENATE Committee on JUDICIARY AND ELECTIONS: Do pass."",""02/24/2025 - From SENATE Committee on RULES: Do pass proper for consideration."",""02/24/2025 - Withdrawn from SENATE Consent Calendar."",""02/24/2025 - Placed on SENATE Consent Calendar."",""03/17/2025 - To SENATE Committee of the WHOLE."",""03/17/2025 - In SENATE Committee of the WHOLE. Amended."",""03/17/2025 - From SENATE Committee of the WHOLE. To third reading."",""03/17/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE."",""03/17/2025 - SENATE Engrossed. Printed."",""03/18/2025 - To HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS."",""03/18/2025 - Additionally referred to HOUSE Committee on RULES."",""03/26/2025 - From HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS: Do pass."",""03/31/2025 - From HOUSE Committee on RULES: Do pass constitutional and in proper form."",""03/31/2025 - Withdrawn from HOUSE Consent Calendar."",""03/31/2025 - Placed on HOUSE Consent Calendar."",""04/02/2025 - To HOUSE Committee of the WHOLE."",""04/02/2025 - From HOUSE Committee of the WHOLE. To third reading."",""06/24/2025 - In HOUSE. Read third time. Failed to pass HOUSE."",""06/24/2025 - Motion to reconsider. Reconsideration granted."",""06/24/2025 - In HOUSE. Read third time. Passed HOUSE."",""06/25/2025 - *****To GOVERNOR."",""07/01/2025 - Vetoed by GOVERNOR.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000S1001&ciq=urn:user:PA195824351&client_md=0f6bb2c540086daf1a8f9b2698efe3cc&mode=current_text"
"AZ2025S1011",2025,"AZ","S1011","Failed","Petersen","R",2024-12-11,2025-01-13,2025-02-13,15,0,15,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"[""Kavanagh (R)"",""Gowan (R)"",""Shope (R)"",""Farnsworth (R)"",""Leach (R)"",""Payne (R)"",""Dunn (R)"",""Bolick (R)"",""Carroll (R)"",""Hoffman (R)"",""Rogers (R)"",""Keshel (R)"",""Shamp (R)"",""Angius (R)"",""Werner (R)""]","[""12/11/2024 - PREFILED."",""01/13/2025 - INTRODUCED."",""01/14/2025 - To SENATE Committee on JUDICIARY AND ELECTIONS."",""01/14/2025 - Additionally referred to SENATE Committee on RULES."",""01/15/2025 - From SENATE Committee on JUDICIARY AND ELECTIONS: Do pass with amendment."",""01/27/2025 - From SENATE Committee on RULES: Do pass proper for consideration."",""02/12/2025 - To SENATE Committee of the WHOLE."",""02/13/2025 - In SENATE Committee of the WHOLE. Amended."",""02/13/2025 - In SENATE Committee of the WHOLE. JUDICIARY AND ELECTIONS Committee amendment adopted."",""02/13/2025 - From SENATE Committee of the WHOLE. To third reading.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000S1011&ciq=urn:user:PA195824351&client_md=0913b6b1c1a31e803e034d6ff1027894&mode=current_text"
"AZ2025SCR1020",2025,"AZ","SCR1020","Failed","Finchem","R",NA,2025-01-30,2025-02-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/30/2025 - INTRODUCED."",""02/04/2025 - To SENATE Committee on JUDICIARY AND ELECTIONS."",""02/04/2025 - Additionally referred to SENATE Committee on RULES."",""02/19/2025 - Held in SENATE Committee on JUDICIARY AND ELECTIONS.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000SCR1020&ciq=urn:user:PA195824351&client_md=9bfb265a8fc1174c640d48be3bd3c74e&mode=current_text"
"AZ2025SCR1027",2025,"AZ","SCR1027","Failed","Bolick","R",NA,2025-02-03,2025-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""02/03/2025 - INTRODUCED."",""02/10/2025 - To SENATE Committee on JUDICIARY AND ELECTIONS."",""02/10/2025 - Additionally referred to SENATE Committee on RULES."",""02/12/2025 - Held in SENATE Committee on JUDICIARY AND ELECTIONS."",""02/19/2025 - From SENATE Committee on JUDICIARY AND ELECTIONS: Do pass."",""02/24/2025 - From SENATE Committee on RULES: Do pass proper for consideration."",""02/24/2025 - Withdrawn from SENATE Consent Calendar."",""02/24/2025 - Placed on SENATE Consent Calendar."",""03/03/2025 - To SENATE Committee of the WHOLE."",""03/03/2025 - In SENATE Committee of the WHOLE. Amended."",""03/03/2025 - From SENATE Committee of the WHOLE. To third reading."",""03/03/2025 - SENATE Engrossed. Printed."",""03/06/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE."",""03/18/2025 - To HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS."",""03/18/2025 - Additionally referred to HOUSE Committee on RULES."",""03/26/2025 - From HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS: Do pass with amendment.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000SCR1027&ciq=urn:user:PA195824351&client_md=119fed5f00aa68bdbb8b03c4f6a17902&mode=current_text"
"AZ2025SCR1030",2025,"AZ","SCR1030","Failed","Mesnard","R",NA,2025-02-03,2025-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,"[""02/03/2025 - INTRODUCED."",""02/10/2025 - To SENATE Committee on JUDICIARY AND ELECTIONS."",""02/10/2025 - Additionally referred to SENATE Committee on RULES."",""02/19/2025 - From SENATE Committee on JUDICIARY AND ELECTIONS: Do pass."",""02/24/2025 - From SENATE Committee on RULES: Do pass proper for consideration."",""02/24/2025 - Withdrawn from SENATE Consent Calendar."",""02/24/2025 - Placed on SENATE Consent Calendar."",""03/03/2025 - To SENATE Committee of the WHOLE."",""03/03/2025 - From SENATE Committee of the WHOLE. To third reading."",""03/03/2025 - SENATE Engrossed. Printed."",""03/06/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE."",""03/12/2025 - To HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS."",""03/12/2025 - Additionally referred to HOUSE Committee on RULES.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000SCR1030&ciq=urn:user:PA195824351&client_md=c264e2f4dded08c326219ceadac3ffd9&mode=current_text"
"AZ2025S1040",2025,"AZ","S1040","Enacted","Kavanagh","R",2025-01-06,2025-01-13,2025-03-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,"[""01/06/2025 - PREFILED."",""01/13/2025 - INTRODUCED."",""01/14/2025 - To SENATE Committee on JUDICIARY AND ELECTIONS."",""01/14/2025 - Additionally referred to SENATE Committee on RULES."",""01/29/2025 - From SENATE Committee on JUDICIARY AND ELECTIONS: Do pass."",""02/03/2025 - From SENATE Committee on RULES: Do pass proper for consideration."",""02/03/2025 - Withdrawn from SENATE Consent Calendar."",""02/06/2025 - SENATE Engrossed. Printed."",""02/12/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE."",""02/24/2025 - To HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS."",""02/24/2025 - Additionally referred to HOUSE Committee on RULES."",""03/05/2025 - Held in HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS."",""03/05/2025 - From HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS: Do pass."",""03/10/2025 - From HOUSE Committee on RULES: Do pass constitutional and in proper form."",""03/10/2025 - Withdrawn from HOUSE Consent Calendar."",""03/10/2025 - Placed on HOUSE Consent Calendar."",""03/13/2025 - To HOUSE Committee of the WHOLE."",""03/13/2025 - From HOUSE Committee of the WHOLE. To third reading."",""03/18/2025 - In HOUSE. Read third time. Passed HOUSE."",""03/19/2025 - *****To GOVERNOR."",""03/25/2025 - Signed by GOVERNOR."",""03/25/2025 - Chapter No. 3""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000S1040&ciq=urn:user:PA195824351&client_md=2e23924aa531f5423a8c6c59cc1c47a9&mode=current_text"
"AZ2025S1052",2025,"AZ","S1052","Vetoed","Rogers","R",2025-01-10,2025-01-13,2025-05-12,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"""Gillette (R)""","[""01/10/2025 - PREFILED."",""01/13/2025 - INTRODUCED."",""01/14/2025 - To SENATE Committee on JUDICIARY AND ELECTIONS."",""01/14/2025 - Additionally referred to SENATE Committee on RULES."",""01/29/2025 - From SENATE Committee on JUDICIARY AND ELECTIONS: Do pass."",""02/03/2025 - From SENATE Committee on RULES: Do pass proper for consideration."",""02/03/2025 - Withdrawn from SENATE Consent Calendar."",""02/03/2025 - Placed on SENATE Consent Calendar."",""02/25/2025 - To SENATE Committee of the WHOLE."",""02/25/2025 - From SENATE Committee of the WHOLE. To third reading."",""02/25/2025 - SENATE Engrossed. Printed."",""02/26/2025 - In SENATE. Read third time. Passed SENATE. *****To HOUSE."",""03/10/2025 - To HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS."",""03/10/2025 - Additionally referred to HOUSE Committee on RULES."",""03/12/2025 - From HOUSE Committee on FEDERALISM, MILITARY AFFAIRS & ELECTIONS: Do pass."",""03/17/2025 - From HOUSE Committee on RULES: Do pass constitutional and in proper form."",""03/17/2025 - Withdrawn from HOUSE Consent Calendar."",""03/17/2025 - Placed on HOUSE Consent Calendar."",""03/25/2025 - To HOUSE Committee of the WHOLE."",""03/25/2025 - From HOUSE Committee of the WHOLE. To third reading."",""05/05/2025 - In HOUSE. Read third time. Passed HOUSE."",""05/06/2025 - *****To GOVERNOR."",""05/12/2025 - Vetoed by GOVERNOR.""]","http://custom.statenet.com/public/resources.cgi?id=ID:bill:AZ2025000S1052&ciq=urn:user:PA195824351&client_md=650164eb55d9a65ebd437db7b2bc658b&mode=current_text"
